Library,Commit,Root Cause,Date,bug report,PR/Issue,Violation,Impact,Action,condition,Fixing element,Fixing element detail,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/86abddb56350bccd95d1b7140b003fb03525b890,Error Message,2022-02-17 18:11:34, Add appropriate error check for nbins in tf.histogram_fixed_width_bins. This PR tries to address the issue raised in 54415 where nbins was not checked for tf.histogram_fixed_width_bins and an incorrect result was returned when nbins < 0.,,Misleading,Confusing Error Message,improve,Assertion Statement,Improve Error Message,Error Message,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/19b2e1b5868a044df4622ef7e26fa5570ca52e5e,Edge Cases,2022-02-11 18:15:25,Only perform scalar check for a tensor shape if it's not empty.,,Insufficient,Program Crash,extend,Macro Checker,Valid Tensor Dimension,Tensor,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/e6390bc13471f28f211cab874cc49a123505dc3e,Edge Cases,2022-01-28 18:22:05, Update histogram_ops.py. Added the condition to check the negative value of nbins input,,Missing,Program Crash,add,If Checker,Valid Integer Argument,Integer Variable,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/6364463d6f5b6254cac3d6aedf999b6a96225038,Boundary Value,2021-12-16 18:46:23, [lite] Add some safety checks to avoid out of bound access for sparsity format,,Missing,Program Crash,add,Macro Checker,In Range Tensor Indexing,Tensor,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/e5b0eec199c2d03de54fd6a7fd9275692218e2bc,Edge Cases,2021-12-14 20:13:47, [lite] Add validation check for dilation height/width to be positive integers.,,Missing,Program Crash,add,Macro Checker,Valid Tensor Dimension,Tensor,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/8c6f391a2282684a25cbfec7687bd5d35261a209,Edge Cases,2021-12-14 16:45:48, [lite] Add check for bias_size is zero to avoid division by zero. This shouldn't happen for properly converted models. Just safety check,,Missing,Numerical Error,add,If Checker,Valid Integer Argument,Integer Variable,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/1b54cadd19391b60b6fcccd8d076426f7221d5e8,Edge Cases,2021-12-10 12:51:09,Add missing validation to sparse dense cwise ops.,,Missing,Program Crash,add,Macro Checker,Valid Tensor Dimension,Tensor,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/b51b82fe65ebace4475e3c54eb089c18a4403f1c,Edge Cases,2021-12-09 17:41:08, Add missing validation to AddManySparseToTensorsMap. Sparse tensors have a set of requirements for the 3 components and not all of them were checked.,,Missing,Program Crash,add,Macro Checker,Valid Tensor Dimension,Tensor,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/e560136d757867482a93be74e108ef516920bcfc,Edge Cases,2021-12-09 3:00:55, Fix wrong output of tf.stack with 0-dimension tensor. This PR tries to address a bug where tf.stack will silently output wrong result with 0-dimension tensor. The issue was that the shape check was skipped when num of output elements was zero.,,Improper,Program Crash,relocate,Macro Checker,Shape Mismatch Between Tensors,Tensor,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/d23458fdd2655c83ff9d54725062ded31b644ba4,Edge Cases,2021-11-23 19:51:35," [XLA:CPU] Do not check that the size of the XLA parameter buffer is exactly equal to the size of the underlying given buffer Instead, check that the underlying allocation is ""large enough"". This is also more consistent with XLA:GPU behavior. The mismatch can happen when the input comes from tf.where, which is backed by an allocation larger than is actually required.",,Improper,Program Crash,replace,Macro Checker,Valid Tensor Dimension,Tensor,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/23968a8bf65b009120c43b5ebcceaf52dbc9e943,Edge Cases,2021-11-20 2:22:12, Fix out of bound access in DequantizeOp by adding check for axis < input dimension,,Missing,Program Crash,add,Macro Checker,Valid Tensor Dimension,Tensor,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/1610f391833738972b538e4ee97f90dbd30fc745,Edge Cases,2021-11-19 17:14:37, Replace DCHECK with actual validation in AddRangeStats,,Improper,Program Crash,replace,Macro Checker,Valid Tensor Dimension,Tensor,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/41ab69692ede0db3422fa70bc5889d470741e69c,Edge Cases,2021-11-19 10:24:55," Check for tensors to be vectors in BoostedTreesSparseAggregateStatsOp. Calling `tensor->vec` should only happen after checking that the tensor shape implies a vector. Otherwise, we can get denial of service via `CHECK`-fails",,Missing,Program Crash,add,Macro Checker,Valid Tensor Dimension,Tensor,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/8d733ecdb270dd90b2b5f53fd220d5ce17a5e20f,Edge Cases,2021-11-18 23:21:35," Check for tensors to be vectors in BoostedTreesSparseAggregateStatsOp. Calling `tensor->vec` should only happen after checking that the tensor shape implies a vector. Otherwise, we can get denial of service via `CHECK`-fails",,Missing,Program Crash,add,Macro Checker,Valid Tensor Dimension,Tensor,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/1595906c2192b7f402f746652042a592ad290378,Edge Cases,2021-11-18 22:27:23, Prevent CHECK-fail DOS in BoostedTreesSparseAggregateStatsOp. Calling `tensor->matrix` should only happen after checking that the tensor shape implies a matrix.,,Missing,Program Crash,add,Macro Checker,Valid Tensor Dimension,Tensor,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/54c94431e5dd17fc46d99da1a3f132c76414c161,Edge Cases,2021-11-18 22:22:30, Prevent CHECK-fail DOS in BoostedTreesSparseAggregateStatsOp. Calling `tensor->matrix` should only happen after checking that the tensor shape implies a matrix.,,Missing,Program Crash,add,Macro Checker,Valid Tensor Dimension,Tensor,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/5d96267d907ac2119cbccf1416b749195e8fd8de,Edge Cases,2021-11-18 22:15:24, Prevent CHECK-fail DOS in BoostedTreesSparseAggregateStatsOp. Calling `tensor->matrix` should only happen after checking that the tensor shape implies a matrix.,,Missing,Program Crash,add,Macro Checker,Valid Tensor Dimension,Tensor,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/28dacabab5aac2963e37e622f4b157cf00d82662,Error Message,2021-11-17 10:06:17, [tf] Explicitly check that runner index is in bounds and runner is available,,Misleading,Confusing Error Message,extend,Macro Checker,Improve Error Message,Error Message,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/6381a7b127bd276a3817a93e5423b15a06c33419,Edge Cases,2021-11-15 17:00:13, [tf.data] Add a check for ram_budget == 0 to avoid division by 0 exception when ram_budget is not set.,,Missing,Numerical Error,add,If Checker,Valid Integer Argument,Integer Variable,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/a7c02f1a9bbc35473969618a09ee5f9f5d3e52d9,Type Checking,2021-11-12 3:29:24," Validate real and expected type of arguments to cwise ops. Without this validation, it is possible to trigger a `CHECK`-fail denial of service.",,Missing,Program Crash,add,Macro Checker,Valid Tensor Type,Tensor,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/4f38b1ac8e42727e18a2f0bde06d3bee8e77b250,Null Value,2021-11-09 20:03:42," Prevent null dereference read in GetInitOp. We have a map of maps. We test that the key exists in the first map but then we don't have any validation that this also means the second map has the needed key. In the scenariosc where this is not the case, we'll dereference a nullptr, if we don't have this chec",0,Missing,Program Crash,add,If Checker,Object is Not Null,Regular Object,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/cb164786dc891ea11d3a900e90367c339305dc7b,Edge Cases,2021-11-08 13:35:56," Properly handle the case where SpecializeType() returns an error `Status`. If the error case in `SpecializeType()` is reached, then we would get a crash when trying to access the value of an errorenous `StatusOr` object",,Improper,Program Crash,replace,Macro Checker,Others,Others,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/b73a3c21a224f479af8d3b8af320c220a091906c,Edge Cases,2021-11-03 10:25:02,[XLA] Add check for potential out-of-bound access.,,Missing,Program Crash,add,Macro Checker,Valid Tensor Dimension,Tensor,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/aaa3fb49374d59c89115730c8e2f672e70b9e3fa,Null Value,2021-10-21 18:20:22," [TFLite] Bucketize op: Fix processing of bucket boundary array. The param value may be a nullptr, which is an error; we should catch this and avoid dereferencing it.",,Missing,Program Crash,add,If Checker,Object is Not Null,Regular Object,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/67b6c880e39ba02ba53c7d499e45fd136090ee32,Edge Cases,2021-09-21 10:34:46," In tf.map_fn: skip sanity check for shape of first value in elems if it doesn't have a shape attribute. (E.g., this can happen if it's a CompsiteTensor.)",,Missing,Others,add,If Checker,Valid Tensor Dimension,Tensor,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/c5019e2156c749d35ec786ff7946a55006d9ba91,Null Value,2021-08-30 11:23:38,missing checking on null pointer dereference,,Missing,Program Crash,add,If Checker,Object is Not Null,Regular Object,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/63753d5f1531b17cf8cbbf1d8b77c16edcfb9711,Edge Cases,2021-08-18 20:02:15, Change DCHECK_LE to DCHECK_LT when checking invariant on original indices for sorted items Indices of items should be strictly smaller than the size of the vector.,,Improper,Program Crash,replace,Macro Checker,Valid Tensor Dimension,Tensor,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/4923de56ec94fff7770df259ab7f2288a74feb41,Edge Cases,2021-08-02 16:57:19," Don't do any work when reshaping 0 elements sparse tensor. If reshaping to 0 elements tensor, check that input has no elements. If reshaping no elements input, check that output has no elements.",,Missing,Program Crash,add,Macro Checker,Tensor is Not Empty,Tensor,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/f2a673bd34f0d64b8e40a551ac78989d16daad09,Edge Cases,2021-07-30 22:12:41,Add missing validation to matrix_diag_op.cc,,Missing,Program Crash,add,Macro Checker,Tensor is Not Empty,Tensor,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/532f5c5a547126c634fefd43bbad1dc6417678ac,Edge Cases,2021-07-30 1:54:59,Prevent nullptr deref in validation of indexes in map ops. ,,Improper,Program Crash,update,If Checker,Tensor is Not Empty,Tensor,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/102cacf28ad5a9e7f00b5a195d1995ead8870006,Edge Cases,2021-07-30 1:31:35,Add missing validation to maxpooling_op.cc,,Missing,Program Crash,add,If Checker,Tensor is Not Empty,Tensor,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/1071f554dbd09f7e101324d366eec5f4fe5a3ece,Edge Cases,2021-07-29 21:27:51, Add missing validation to RaggedTensorToSparse. There needs to be a check that the splits allow for valid ragged tensors.,,Missing,Program Crash,add,If Checker,Valid Tensor Dimension,Tensor,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/9e62869465573cb2d9b5053f1fa02a81fce21d69,Edge Cases,2021-07-29 19:35:05,Add more validation to RequantizationRangePerChannel. ,,Missing,Program Crash,add,Macro Checker,Tensor is Not Empty,Tensor,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/429f009d2b2c09028647dd4bb7b3f6f414bbaad7,Edge Cases,2021-07-28 16:43:55, Add remaining missing validation to `BoostedTreesCalculateBestFeatureSplit`,,Missing,Program Crash,add,If Checker,Valid Tensor Dimension,Tensor,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/eb921122119a6b6e470ee98b89e65d721663179d,Boundary Value,2021-07-27 20:20:51,Prevent heap OOB read in TFLite's gather.cc. Passing negative indices is illegal but there was a missing check so that resulted in OOB accesses.,,Improper,Program Crash,update,Macro Checker,In Range Tensor Indexing,Tensor,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/bb6a0383ed553c286f87ca88c207f6774d5c4a8f,Boundary Value,2021-07-27 18:25:33, Prevent heap OOB read in TFLite's gather_nd.cc. Passing negative indices is illegal but there was a missing check so that resulted in OOB accesses.,,Missing,Program Crash,add,Macro Checker,In Range Tensor Indexing,Tensor,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/d94ffe08a65400f898241c0374e9edc6fa8ed257,Edge Cases,2021-07-27 17:52:03," Prevent an OOB read in expand_dims.cc. The for loop that follows this check assumes that `axis` is between `0` and `input_dims.size`. If user supplied `axis` is negative, the if code before this check is supposed to bring it back to positive (similar to how in Python one can do `l[-3]` to mean `l[-3 + len(l)]`).",,Missing,Program Crash,add,Macro Checker,Valid Tensor Dimension,Tensor,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/8933b8a21280696ab119b63263babdb54c298538,Tensor Quantization,2021-07-16 13:27:37," Fix a null pointer exception caused by branching on uninitialized data. This is due to not checking that the params for the quantization exists. If there is no quantization, we should not access the `.params` field.",,Missing,Program Crash,add,If Checker,Valid Tensor Quantization,Tensor,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/d7ec7b9415181fce88ea8fde39af9e8be5a8be97,Edge Cases,2021-06-22 14:20:17,Added generic check that shape has not more than 4 dimensions.,,Missing,Program Crash,add,If Checker,Valid Tensor Dimension,Tensor,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/9f8ad5ff118166537d42f87f1ee254f83ba553f0,Device Version,2021-06-08 13:15:31,Fix CUDA version check (format is 1000 * major + 10 * minor). ,,Improper,Unexpected Behavior,update,If Checker,Valid Device Version,Device,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/75c45e54bd37932f26d6e7cb36920c06a7833d52,Null Value,2021-05-11 14:51:01, Added sanity checks on the existance of nodes to ConstantFolding. This should fix null dereferences in ConstantFolding on fuzzed inputs.,,Improper,Program Crash,update,If Checker,Object is Not Null,Computation Graph,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/63c6a29d0f2d692b247f7bf81f8732d6442fad09,Edge Cases,2021-05-05 21:18:17,"Add missing validation, prevent heap OOB",,Missing,Program Crash,add,Macro Checker,Tensor is Not Empty,Tensor,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/f6f62119587baf8ccb7378ceac86bacd2db2863d,Edge Cases,2021-05-05 19:09:09,Add missing validation in maxpooling_op.cc ,,Missing,Program Crash,add,If Checker,Tensor is Not Empty,Tensor,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/a3d9f9be9ac2296615644061b40cefcee341dcc4,Edge Cases,2021-05-05 18:24:00, Add missing validation to pooling_ops_3d ,,Missing,Program Crash,add,If Checker,Tensor is Not Empty,Tensor,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/31bd5026304677faa8a0b77602c6154171b9aec1,Edge Cases,2021-05-04 20:46:54, Prevent check fail in FFT ,,Missing,Program Crash,add,If Checker,Valid Tensor Dimension,Tensor,,,
